"subjno"	"study"	"status"	"beep"	"pa"	"na"
17	2	0	31	NA	NA
17	2	0	32	NA	NA
17	2	0	33	NA	NA
17	2	0	34	NA	NA
17	2	0	35	NA	NA
17	2	0	36	NA	NA
17	2	0	37	NA	NA
17	2	0	38	NA	NA
17	2	0	39	NA	NA
17	2	0	40	NA	NA
17	2	0	41	NA	NA
17	2	0	42	NA	NA
17	2	0	43	NA	NA
17	2	0	44	NA	NA
17	2	0	45	NA	NA
17	2	0	46	NA	NA
17	2	0	47	NA	NA
17	2	0	48	NA	NA
17	2	0	49	NA	NA
17	2	0	50	NA	NA
17	2	0	51	NA	NA
17	2	0	52	NA	NA
17	2	0	53	NA	NA
17	2	0	54	NA	NA
17	2	0	55	NA	NA
17	2	0	56	NA	NA
17	2	0	57	NA	NA
17	2	0	58	NA	NA
17	2	0	59	NA	NA
17	2	0	60	NA	NA
18	2	0	1	NA	NA
18	2	0	2	NA	NA
18	2	0	3	NA	NA
18	2	0	4	NA	NA
18	2	0	5	NA	NA
18	2	0	6	NA	NA
18	2	0	7	NA	NA
18	2	0	8	NA	NA
18	2	0	9	NA	NA
18	2	0	10	NA	NA
18	2	0	11	NA	NA
18	2	0	12	NA	NA
18	2	0	13	NA	NA
18	2	0	14	NA	NA
18	2	0	15	NA	NA
18	2	0	16	NA	NA
18	2	0	17	NA	NA
18	2	0	18	NA	NA
18	2	0	19	NA	NA
18	2	0	20	NA	NA
18	2	0	21	NA	NA
18	2	0	22	NA	NA
18	2	0	23	NA	NA
18	2	0	24	NA	NA
18	2	0	25	NA	NA
18	2	0	26	NA	NA
18	2	0	27	NA	NA
18	2	0	28	NA	NA
18	2	0	29	NA	NA
18	2	0	30	NA	NA
18	2	0	31	NA	NA
18	2	0	32	NA	NA
18	2	0	33	NA	NA
18	2	0	34	NA	NA
18	2	0	35	NA	NA
18	2	0	36	NA	NA
18	2	0	37	NA	NA
18	2	0	38	NA	NA
18	2	0	39	NA	NA
18	2	0	40	NA	NA
18	2	0	41	NA	NA
18	2	0	42	NA	NA
18	2	0	43	NA	NA
18	2	0	44	NA	NA
18	2	0	45	NA	NA
18	2	0	46	NA	NA
18	2	0	47	NA	NA
18	2	0	48	NA	NA
18	2	0	49	NA	NA
18	2	0	50	NA	NA
18	2	0	51	NA	NA
18	2	0	52	NA	NA
18	2	0	53	NA	NA
18	2	0	54	NA	NA
18	2	0	55	NA	NA
18	2	0	56	NA	NA
18	2	0	57	NA	NA
18	2	0	58	NA	NA
18	2	0	59	NA	NA
18	2	0	60	NA	NA
19	2	0	1	NA	NA
19	2	0	2	NA	NA
19	2	0	3	NA	NA
19	2	0	4	NA	NA
19	2	0	5	NA	NA
19	2	0	6	NA	NA
19	2	0	7	NA	NA
19	2	0	8	NA	NA
19	2	0	9	NA	NA
19	2	0	10	NA	NA
19	2	0	11	NA	NA
19	2	0	12	NA	NA
19	2	0	13	NA	NA
19	2	0	14	NA	NA
19	2	0	15	NA	NA
19	2	0	16	NA	NA
19	2	0	17	NA	NA
19	2	0	18	NA	NA
19	2	0	19	NA	NA
19	2	0	20	NA	NA
19	2	0	21	NA	NA
19	2	0	22	NA	NA
19	2	0	23	NA	NA
19	2	0	24	NA	NA
19	2	0	25	NA	NA
19	2	0	26	NA	NA
19	2	0	27	NA	NA
19	2	0	28	NA	NA
19	2	0	29	NA	NA
19	2	0	30	NA	NA
19	2	0	31	NA	NA
19	2	0	32	NA	NA
19	2	0	33	NA	NA
19	2	0	34	NA	NA
19	2	0	35	NA	NA
19	2	0	36	NA	NA
19	2	0	37	NA	NA
19	2	0	38	NA	NA
19	2	0	39	NA	NA
19	2	0	40	NA	NA
19	2	0	41	NA	NA
19	2	0	42	NA	NA
19	2	0	43	NA	NA
19	2	0	44	NA	NA
19	2	0	45	NA	NA
19	2	0	46	NA	NA
19	2	0	47	NA	NA
19	2	0	48	NA	NA
19	2	0	49	NA	NA
19	2	0	50	NA	NA
19	2	0	51	NA	NA
19	2	0	52	NA	NA
19	2	0	53	NA	NA
19	2	0	54	NA	NA
19	2	0	55	NA	NA
19	2	0	56	NA	NA
19	2	0	57	NA	NA
19	2	0	58	NA	NA
19	2	0	59	NA	NA
19	2	0	60	NA	NA
20	2	0	1	NA	NA
20	2	0	2	NA	NA
20	2	0	3	NA	NA
20	2	0	4	NA	NA
20	2	0	5	NA	NA
20	2	0	6	NA	NA
20	2	0	7	NA	NA
20	2	0	8	NA	NA
20	2	0	9	NA	NA
20	2	0	10	NA	NA
20	2	0	11	NA	NA
20	2	0	12	NA	NA
20	2	0	13	NA	NA
20	2	0	14	NA	NA
20	2	0	15	NA	NA
20	2	0	16	NA	NA
20	2	0	17	NA	NA
20	2	0	18	NA	NA
20	2	0	19	NA	NA
20	2	0	20	NA	NA
20	2	0	21	NA	NA
20	2	0	22	NA	NA
20	2	0	23	NA	NA
20	2	0	24	NA	NA
20	2	0	25	NA	NA
20	2	0	26	NA	NA
20	2	0	27	NA	NA
20	2	0	28	NA	NA
20	2	0	29	NA	NA
20	2	0	30	NA	NA
20	2	0	31	NA	NA
20	2	0	32	NA	NA
20	2	0	33	NA	NA
20	2	0	34	NA	NA
20	2	0	35	NA	NA
20	2	0	36	NA	NA
20	2	0	37	NA	NA
20	2	0	38	NA	NA
20	2	0	39	NA	NA
20	2	0	40	NA	NA
20	2	0	41	NA	NA
20	2	0	42	NA	NA
20	2	0	43	NA	NA
20	2	0	44	NA	NA
20	2	0	45	NA	NA
20	2	0	46	NA	NA
20	2	0	47	NA	NA
20	2	0	48	NA	NA
20	2	0	49	NA	NA
20	2	0	50	NA	NA
20	2	0	51	NA	NA
20	2	0	52	NA	NA
20	2	0	53	NA	NA
20	2	0	54	NA	NA
20	2	0	55	NA	NA
20	2	0	56	NA	NA
20	2	0	57	NA	NA
20	2	0	58	NA	NA
20	2	0	59	NA	NA
20	2	0	60	NA	NA
21	2	0	1	NA	NA
21	2	0	2	NA	NA
21	2	0	3	NA	NA
21	2	0	4	NA	NA
21	2	0	5	NA	NA
21	2	0	6	NA	NA
21	2	0	7	NA	NA
21	2	0	8	NA	NA
21	2	0	9	NA	NA
21	2	0	10	NA	NA
21	2	0	11	NA	NA
21	2	0	12	NA	NA
21	2	0	13	NA	NA
21	2	0	14	NA	NA
21	2	0	15	NA	NA
21	2	0	16	NA	NA
21	2	0	17	NA	NA
21	2	0	18	NA	NA
21	2	0	19	NA	NA
21	2	0	20	NA	NA
21	2	0	21	NA	NA
21	2	0	22	NA	NA
21	2	0	23	NA	NA
21	2	0	24	NA	NA
21	2	0	25	NA	NA
21	2	0	26	NA	NA
21	2	0	27	NA	NA
21	2	0	28	NA	NA
21	2	0	29	NA	NA
21	2	0	30	NA	NA
21	2	0	31	NA	NA
21	2	0	32	NA	NA
21	2	0	33	NA	NA
21	2	0	34	NA	NA
21	2	0	35	NA	NA
21	2	0	36	NA	NA
21	2	0	37	NA	NA
21	2	0	38	NA	NA
21	2	0	39	NA	NA
21	2	0	40	NA	NA
21	2	0	41	NA	NA
21	2	0	42	NA	NA
21	2	0	43	NA	NA
21	2	0	44	NA	NA
21	2	0	45	NA	NA
21	2	0	46	NA	NA
21	2	0	47	NA	NA
21	2	0	48	NA	NA
21	2	0	49	NA	NA
21	2	0	50	NA	NA
21	2	0	51	NA	NA
21	2	0	52	NA	NA
21	2	0	53	NA	NA
21	2	0	54	NA	NA
21	2	0	55	NA	NA
21	2	0	56	NA	NA
21	2	0	57	NA	NA
21	2	0	58	NA	NA
21	2	0	59	NA	NA
21	2	0	60	NA	NA
22	2	0	1	NA	NA
22	2	0	2	NA	NA
22	2	0	3	NA	NA
22	2	0	4	NA	NA
22	2	0	5	NA	NA
22	2	0	6	NA	NA
22	2	0	7	NA	NA
22	2	0	8	NA	NA
22	2	0	9	NA	NA
22	2	0	10	NA	NA
22	2	0	11	NA	NA
22	2	0	12	NA	NA
22	2	0	13	NA	NA
22	2	0	14	NA	NA
22	2	0	15	NA	NA
22	2	0	16	NA	NA
22	2	0	17	NA	NA
22	2	0	18	NA	NA
22	2	0	19	NA	NA
22	2	0	20	NA	NA
22	2	0	21	NA	NA
22	2	0	22	NA	NA
22	2	0	23	NA	NA
22	2	0	24	NA	NA
22	2	0	25	NA	NA
22	2	0	26	NA	NA
22	2	0	27	NA	NA
22	2	0	28	NA	NA
22	2	0	29	NA	NA
22	2	0	30	NA	NA
22	2	0	31	NA	NA
22	2	0	32	NA	NA
22	2	0	33	NA	NA
22	2	0	34	NA	NA
22	2	0	35	NA	NA
22	2	0	36	NA	NA
22	2	0	37	NA	NA
22	2	0	38	NA	NA
22	2	0	39	NA	NA
22	2	0	40	NA	NA
22	2	0	41	NA	NA
22	2	0	42	NA	NA
22	2	0	43	NA	NA
22	2	0	44	NA	NA
22	2	0	45	NA	NA
22	2	0	46	NA	NA
22	2	0	47	NA	NA
22	2	0	48	NA	NA
22	2	0	49	NA	NA
22	2	0	50	NA	NA
22	2	0	51	NA	NA
22	2	0	52	NA	NA
22	2	0	53	NA	NA
22	2	0	54	NA	NA
22	2	0	55	NA	NA
22	2	0	56	NA	NA
22	2	0	57	NA	NA
22	2	0	58	NA	NA
22	2	0	59	NA	NA
22	2	0	60	NA	NA
23	2	0	1	NA	NA
23	2	0	2	NA	NA
23	2	0	3	NA	NA
23	2	0	4	NA	NA
23	2	0	5	NA	NA
23	2	0	6	NA	NA
23	2	0	7	NA	NA
23	2	0	8	NA	NA
23	2	0	9	NA	NA
23	2	0	10	NA	NA
23	2	0	11	NA	NA
23	2	0	12	NA	NA
23	2	0	13	NA	NA
23	2	0	14	NA	NA
23	2	0	15	NA	NA
23	2	0	16	NA	NA
23	2	0	17	NA	NA
23	2	0	18	NA	NA
23	2	0	19	NA	NA
23	2	0	20	NA	NA
23	2	0	21	NA	NA
23	2	0	22	NA	NA
23	2	0	23	NA	NA
23	2	0	24	NA	NA
23	2	0	25	NA	NA
23	2	0	26	NA	NA
23	2	0	27	NA	NA
23	2	0	28	NA	NA
23	2	0	29	NA	NA
23	2	0	30	NA	NA
23	2	0	31	NA	NA
23	2	0	32	NA	NA
23	2	0	33	NA	NA
23	2	0	34	NA	NA
23	2	0	35	NA	NA
23	2	0	36	NA	NA
23	2	0	37	NA	NA
23	2	0	38	NA	NA
23	2	0	39	NA	NA
23	2	0	40	NA	NA
23	2	0	41	NA	NA
23	2	0	42	NA	NA
23	2	0	43	NA	NA
23	2	0	44	NA	NA
23	2	0	45	NA	NA
23	2	0	46	NA	NA
23	2	0	47	NA	NA
23	2	0	48	NA	NA
23	2	0	49	NA	NA
23	2	0	50	NA	NA
23	2	0	51	NA	NA
23	2	0	52	NA	NA
23	2	0	53	NA	NA
23	2	0	54	NA	NA
23	2	0	55	NA	NA
23	2	0	56	NA	NA
23	2	0	57	NA	NA
23	2	0	58	NA	NA
23	2	0	59	NA	NA
23	2	0	60	NA	NA
24	2	0	1	NA	NA
24	2	0	2	NA	NA
24	2	0	3	NA	NA
24	2	0	4	NA	NA
24	2	0	5	NA	NA
24	2	0	6	NA	NA
24	2	0	7	NA	NA
24	2	0	8	NA	NA
24	2	0	9	NA	NA
24	2	0	10	NA	NA
24	2	0	11	NA	NA
24	2	0	12	NA	NA
24	2	0	13	NA	NA
24	2	0	14	NA	NA
24	2	0	15	NA	NA
24	2	0	16	NA	NA
24	2	0	17	NA	NA
24	2	0	18	NA	NA
24	2	0	19	NA	NA
24	2	0	20	NA	NA
24	2	0	21	NA	NA
24	2	0	22	NA	NA
24	2	0	23	NA	NA
24	2	0	24	NA	NA
24	2	0	25	NA	NA
24	2	0	26	NA	NA
24	2	0	27	NA	NA
24	2	0	28	NA	NA
24	2	0	29	NA	NA
24	2	0	30	NA	NA
24	2	0	31	NA	NA
24	2	0	32	NA	NA
24	2	0	33	NA	NA
24	2	0	34	NA	NA
24	2	0	35	NA	NA
24	2	0	36	NA	NA
24	2	0	37	NA	NA
24	2	0	38	NA	NA
24	2	0	39	NA	NA
24	2	0	40	NA	NA
24	2	0	41	NA	NA
24	2	0	42	NA	NA
24	2	0	43	NA	NA
24	2	0	44	NA	NA
24	2	0	45	NA	NA
24	2	0	46	NA	NA
24	2	0	47	NA	NA
24	2	0	48	NA	NA
24	2	0	49	NA	NA
24	2	0	50	NA	NA
24	2	0	51	NA	NA
24	2	0	52	NA	NA
24	2	0	53	NA	NA
24	2	0	54	NA	NA
24	2	0	55	NA	NA
24	2	0	56	NA	NA
24	2	0	57	NA	NA
24	2	0	58	NA	NA
24	2	0	59	NA	NA
24	2	0	60	NA	NA
25	2	0	1	NA	NA
25	2	0	2	NA	NA
25	2	0	3	NA	NA
25	2	0	4	NA	NA
25	2	0	5	NA	NA
25	2	0	6	NA	NA
25	2	0	7	NA	NA
25	2	0	8	NA	NA
25	2	0	9	NA	NA
25	2	0	10	NA	NA
25	2	0	11	NA	NA
25	2	0	12	NA	NA
25	2	0	13	NA	NA
25	2	0	14	NA	NA
25	2	0	15	NA	NA
25	2	0	16	NA	NA
25	2	0	17	NA	NA
25	2	0	18	NA	NA
25	2	0	19	NA	NA
25	2	0	20	NA	NA
25	2	0	21	NA	NA
25	2	0	22	NA	NA
25	2	0	23	NA	NA
25	2	0	24	NA	NA
25	2	0	25	NA	NA
25	2	0	26	NA	NA
25	2	0	27	NA	NA
25	2	0	28	NA	NA
25	2	0	29	NA	NA
25	2	0	30	NA	NA
25	2	0	31	NA	NA
25	2	0	32	NA	NA
25	2	0	33	NA	NA
25	2	0	34	NA	NA
25	2	0	35	NA	NA
25	2	0	36	NA	NA
25	2	0	37	NA	NA
25	2	0	38	NA	NA
25	2	0	39	NA	NA
25	2	0	40	NA	NA
25	2	0	41	NA	NA
25	2	0	42	NA	NA
25	2	0	43	NA	NA
25	2	0	44	NA	NA
25	2	0	45	NA	NA
25	2	0	46	NA	NA
25	2	0	47	NA	NA
25	2	0	48	NA	NA
25	2	0	49	NA	NA
25	2	0	50	NA	NA
25	2	0	51	NA	NA
25	2	0	52	NA	NA
25	2	0	53	NA	NA
25	2	0	54	NA	NA
25	2	0	55	NA	NA
25	2	0	56	NA	NA
25	2	0	57	NA	NA
25	2	0	58	NA	NA
25	2	0	59	NA	NA
25	2	0	60	NA	NA
26	2	0	1	NA	NA
26	2	0	2	NA	NA
26	2	0	3	NA	NA
26	2	0	4	NA	NA
26	2	0	5	NA	NA
26	2	0	6	NA	NA
26	2	0	7	NA	NA
26	2	0	8	NA	NA
26	2	0	9	NA	NA
26	2	0	10	NA	NA
26	2	0	11	NA	NA
26	2	0	12	NA	NA
26	2	0	13	NA	NA
26	2	0	14	NA	NA
26	2	0	15	NA	NA
26	2	0	16	NA	NA
26	2	0	17	NA	NA
26	2	0	18	NA	NA
26	2	0	19	NA	NA
26	2	0	20	NA	NA
26	2	0	21	NA	NA
26	2	0	22	NA	NA
26	2	0	23	NA	NA
26	2	0	24	NA	NA
26	2	0	25	NA	NA
26	2	0	26	NA	NA
26	2	0	27	NA	NA
26	2	0	28	NA	NA
26	2	0	29	NA	NA
26	2	0	30	NA	NA
26	2	0	31	NA	NA
26	2	0	32	NA	NA
26	2	0	33	NA	NA
26	2	0	34	NA	NA
26	2	0	35	NA	NA
26	2	0	36	NA	NA
26	2	0	37	NA	NA
26	2	0	38	NA	NA
26	2	0	39	NA	NA
26	2	0	40	NA	NA
26	2	0	41	NA	NA
26	2	0	42	NA	NA
26	2	0	43	NA	NA
26	2	0	44	NA	NA
26	2	0	45	NA	NA
26	2	0	46	NA	NA
26	2	0	47	NA	NA
26	2	0	48	NA	NA
26	2	0	49	NA	NA
26	2	0	50	NA	NA
26	2	0	51	NA	NA
26	2	0	52	NA	NA
26	2	0	53	NA	NA
26	2	0	54	NA	NA
26	2	0	55	NA	NA
26	2	0	56	NA	NA
26	2	0	57	NA	NA
26	2	0	58	NA	NA
26	2	0	59	NA	NA
26	2	0	60	NA	NA
27	2	0	1	NA	NA
27	2	0	2	NA	NA
27	2	0	3	NA	NA
27	2	0	4	NA	NA
27	2	0	5	NA	NA
27	2	0	6	NA	NA
27	2	0	7	NA	NA
27	2	0	8	NA	NA
27	2	0	9	NA	NA
27	2	0	10	NA	NA
27	2	0	11	NA	NA
27	2	0	12	NA	NA
27	2	0	13	NA	NA
27	2	0	14	NA	NA
27	2	0	15	NA	NA
27	2	0	16	NA	NA
27	2	0	17	NA	NA
27	2	0	18	NA	NA
27	2	0	19	NA	NA
27	2	0	20	NA	NA
27	2	0	21	NA	NA
27	2	0	22	NA	NA
27	2	0	23	NA	NA
27	2	0	24	NA	NA
27	2	0	25	NA	NA
27	2	0	26	NA	NA
27	2	0	27	NA	NA
27	2	0	28	NA	NA
27	2	0	29	NA	NA
27	2	0	30	NA	NA
27	2	0	31	NA	NA
27	2	0	32	NA	NA
27	2	0	33	NA	NA
27	2	0	34	NA	NA
27	2	0	35	NA	NA
27	2	0	36	NA	NA
27	2	0	37	NA	NA
27	2	0	38	NA	NA
27	2	0	39	NA	NA
27	2	0	40	NA	NA
27	2	0	41	NA	NA
27	2	0	42	NA	NA
27	2	0	43	NA	NA
27	2	0	44	NA	NA
27	2	0	45	NA	NA
27	2	0	46	NA	NA
27	2	0	47	NA	NA
27	2	0	48	NA	NA
27	2	0	49	NA	NA
27	2	0	50	NA	NA
27	2	0	51	NA	NA
27	2	0	52	NA	NA
27	2	0	53	NA	NA
27	2	0	54	NA	NA
27	2	0	55	NA	NA
27	2	0	56	NA	NA
27	2	0	57	NA	NA
27	2	0	58	NA	NA
27	2	0	59	NA	NA
27	2	0	60	NA	NA
28	2	0	1	NA	NA
28	2	0	2	NA	NA
28	2	0	3	NA	NA
28	2	0	4	NA	NA
28	2	0	5	NA	NA
28	2	0	6	NA	NA
28	2	0	7	NA	NA
28	2	0	8	NA	NA
28	2	0	9	NA	NA
28	2	0	10	NA	NA
28	2	0	11	NA	NA
28	2	0	12	NA	NA
28	2	0	13	NA	NA
28	2	0	14	NA	NA
28	2	0	15	NA	NA
28	2	0	16	NA	NA
28	2	0	17	NA	NA
28	2	0	18	NA	NA
28	2	0	19	NA	NA
28	2	0	20	NA	NA
28	2	0	21	NA	NA
28	2	0	22	NA	NA
28	2	0	23	NA	NA
28	2	0	24	NA	NA
28	2	0	25	NA	NA
28	2	0	26	NA	NA
28	2	0	27	NA	NA
28	2	0	28	NA	NA
28	2	0	29	NA	NA
28	2	0	30	NA	NA
28	2	0	31	NA	NA
28	2	0	32	NA	NA
28	2	0	33	NA	NA
28	2	0	34	NA	NA
28	2	0	35	NA	NA
28	2	0	36	NA	NA
28	2	0	37	NA	NA
28	2	0	38	NA	NA
28	2	0	39	NA	NA
28	2	0	40	NA	NA
28	2	0	41	NA	NA
28	2	0	42	NA	NA
28	2	0	43	NA	NA
28	2	0	44	NA	NA
28	2	0	45	NA	NA
28	2	0	46	NA	NA
28	2	0	47	NA	NA
28	2	0	48	NA	NA
28	2	0	49	NA	NA
28	2	0	50	NA	NA
28	2	0	51	NA	NA
28	2	0	52	NA	NA
28	2	0	53	NA	NA
28	2	0	54	NA	NA
28	2	0	55	NA	NA
28	2	0	56	NA	NA
28	2	0	57	NA	NA
28	2	0	58	NA	NA
28	2	0	59	NA	NA
28	2	0	60	NA	NA
29	2	0	1	NA	NA
29	2	0	2	NA	NA
29	2	0	3	NA	NA
29	2	0	4	NA	NA
29	2	0	5	NA	NA
29	2	0	6	NA	NA
29	2	0	7	NA	NA
29	2	0	8	NA	NA
29	2	0	9	NA	NA
29	2	0	10	NA	NA
29	2	0	11	NA	NA
29	2	0	12	NA	NA
29	2	0	13	NA	NA
29	2	0	14	NA	NA
29	2	0	15	NA	NA
29	2	0	16	NA	NA
29	2	0	17	NA	NA
29	2	0	18	NA	NA
29	2	0	19	NA	NA
29	2	0	20	NA	NA
29	2	0	21	NA	NA
29	2	0	22	NA	NA
29	2	0	23	NA	NA
29	2	0	24	NA	NA
29	2	0	25	NA	NA
29	2	0	26	NA	NA
29	2	0	27	NA	NA
29	2	0	28	NA	NA
29	2	0	29	NA	NA
29	2	0	30	NA	NA
29	2	0	31	NA	NA
29	2	0	32	NA	NA
29	2	0	33	NA	NA
29	2	0	34	NA	NA
29	2	0	35	NA	NA
29	2	0	36	NA	NA
29	2	0	37	NA	NA
29	2	0	38	NA	NA
29	2	0	39	NA	NA
29	2	0	40	NA	NA
29	2	0	41	NA	NA
29	2	0	42	NA	NA
29	2	0	43	NA	NA
29	2	0	44	NA	NA
29	2	0	45	NA	NA
29	2	0	46	NA	NA
29	2	0	47	NA	NA
29	2	0	48	NA	NA
29	2	0	49	NA	NA
29	2	0	50	NA	NA
29	2	0	51	NA	NA
29	2	0	52	NA	NA
29	2	0	53	NA	NA
29	2	0	54	NA	NA
29	2	0	55	NA	NA
29	2	0	56	NA	NA
29	2	0	57	NA	NA
29	2	0	58	NA	NA
29	2	0	59	NA	NA
29	2	0	60	NA	NA
30	2	0	1	NA	NA
30	2	0	2	NA	NA
30	2	0	3	NA	NA
30	2	0	4	NA	NA
30	2	0	5	NA	NA
30	2	0	6	NA	NA
30	2	0	7	NA	NA
30	2	0	8	NA	NA
30	2	0	9	NA	NA
30	2	0	10	NA	NA
30	2	0	11	NA	NA
30	2	0	12	NA	NA
30	2	0	13	NA	NA
30	2	0	14	NA	NA
30	2	0	15	NA	NA
30	2	0	16	NA	NA
30	2	0	17	NA	NA
30	2	0	18	NA	NA
30	2	0	19	NA	NA
30	2	0	20	NA	NA
30	2	0	21	NA	NA
30	2	0	22	NA	NA
30	2	0	23	NA	NA
30	2	0	24	NA	NA
30	2	0	25	NA	NA
30	2	0	26	NA	NA
30	2	0	27	NA	NA
30	2	0	28	NA	NA
30	2	0	29	NA	NA
30	2	0	30	NA	NA
30	2	0	31	NA	NA
30	2	0	32	NA	NA
30	2	0	33	NA	NA
30	2	0	34	NA	NA
30	2	0	35	NA	NA
30	2	0	36	NA	NA
30	2	0	37	NA	NA
30	2	0	38	NA	NA
30	2	0	39	NA	NA
30	2	0	40	NA	NA
30	2	0	41	NA	NA
30	2	0	42	NA	NA
30	2	0	43	NA	NA
30	2	0	44	NA	NA
30	2	0	45	NA	NA
30	2	0	46	NA	NA
30	2	0	47	NA	NA
30	2	0	48	NA	NA
30	2	0	49	NA	NA
30	2	0	50	NA	NA
30	2	0	51	NA	NA
30	2	0	52	NA	NA
30	2	0	53	NA	NA
30	2	0	54	NA	NA
30	2	0	55	NA	NA
30	2	0	56	NA	NA
30	2	0	57	NA	NA
30	2	0	58	NA	NA
30	2	0	59	NA	NA
30	2	0	60	NA	NA
31	2	0	1	NA	NA
31	2	0	2	NA	NA
31	2	0	3	NA	NA
31	2	0	4	NA	NA
31	2	0	5	NA	NA
31	2	0	6	NA	NA
31	2	0	7	NA	NA
31	2	0	8	NA	NA
31	2	0	9	NA	NA
31	2	0	10	NA	NA
31	2	0	11	NA	NA
31	2	0	12	NA	NA
31	2	0	13	NA	NA
31	2	0	14	NA	NA
31	2	0	15	NA	NA
31	2	0	16	NA	NA
31	2	0	17	NA	NA
31	2	0	18	NA	NA
31	2	0	19	NA	NA
31	2	0	20	NA	NA
31	2	0	21	NA	NA
31	2	0	22	NA	NA
31	2	0	23	NA	NA
31	2	0	24	NA	NA
31	2	0	25	NA	NA
31	2	0	26	NA	NA
31	2	0	27	NA	NA
31	2	0	28	NA	NA
31	2	0	29	NA	NA
31	2	0	30	NA	NA
31	2	0	31	NA	NA
31	2	0	32	NA	NA
31	2	0	33	NA	NA
31	2	0	34	NA	NA
31	2	0	35	NA	NA
31	2	0	36	NA	NA
31	2	0	37	NA	NA
31	2	0	38	NA	NA
31	2	0	39	NA	NA
31	2	0	40	NA	NA
31	2	0	41	NA	NA
31	2	0	42	NA	NA
31	2	0	43	NA	NA
31	2	0	44	NA	NA
31	2	0	45	NA	NA
31	2	0	46	NA	NA
31	2	0	47	NA	NA
31	2	0	48	NA	NA
31	2	0	49	NA	NA
31	2	0	50	NA	NA
31	2	0	51	NA	NA
31	2	0	52	NA	NA
31	2	0	53	NA	NA
31	2	0	54	NA	NA
31	2	0	55	NA	NA
31	2	0	56	NA	NA
31	2	0	57	NA	NA
31	2	0	58	NA	NA
31	2	0	59	NA	NA
31	2	0	60	NA	NA
32	2	0	1	NA	NA
32	2	0	2	NA	NA
32	2	0	3	NA	NA
32	2	0	4	NA	NA
32	2	0	5	NA	NA
32	2	0	6	NA	NA
32	2	0	7	NA	NA
32	2	0	8	NA	NA
32	2	0	9	NA	NA
32	2	0	10	NA	NA
32	2	0	11	NA	NA
32	2	0	12	NA	NA
32	2	0	13	NA	NA
32	2	0	14	NA	NA
32	2	0	15	NA	NA
32	2	0	16	NA	NA
32	2	0	17	NA	NA
32	2	0	18	NA	NA
32	2	0	19	NA	NA
32	2	0	20	NA	NA
32	2	0	21	NA	NA
32	2	0	22	NA	NA
32	2	0	23	NA	NA
32	2	0	24	NA	NA
32	2	0	25	NA	NA
32	2	0	26	NA	NA
32	2	0	27	NA	NA
32	2	0	28	NA	NA
32	2	0	29	NA	NA
32	2	0	30	NA	NA
32	2	0	31	NA	NA
32	2	0	32	NA	NA
32	2	0	33	NA	NA
32	2	0	34	NA	NA
32	2	0	35	NA	NA
32	2	0	36	NA	NA
32	2	0	37	NA	NA
32	2	0	38	NA	NA
32	2	0	39	NA	NA
32	2	0	40	NA	NA
32	2	0	41	NA	NA
32	2	0	42	NA	NA
32	2	0	43	NA	NA
32	2	0	44	NA	NA
32	2	0	45	NA	NA
32	2	0	46	NA	NA
32	2	0	47	NA	NA
32	2	0	48	NA	NA
32	2	0	49	NA	NA
32	2	0	50	NA	NA
32	2	0	51	NA	NA
32	2	0	52	NA	NA
32	2	0	53	NA	NA
32	2	0	54	NA	NA
32	2	0	55	NA	NA
32	2	0	56	NA	NA
32	2	0	57	NA	NA
32	2	0	58	NA	NA
32	2	0	59	NA	NA
32	2	0	60	NA	NA
33	2	3	1	NA	NA
33	2	3	2	NA	NA
33	2	3	3	NA	NA
33	2	3	4	NA	NA
33	2	3	5	NA	NA
33	2	3	6	NA	NA
33	2	3	7	NA	NA
33	2	3	8	NA	NA
33	2	3	9	NA	NA
33	2	3	10	NA	NA
33	2	3	11	NA	NA
33	2	3	12	NA	NA
33	2	3	13	NA	NA
33	2	3	14	NA	NA
33	2	3	15	NA	NA
33	2	3	16	NA	NA
33	2	3	17	NA	NA
33	2	3	18	NA	NA
33	2	3	19	NA	NA
33	2	3	20	NA	NA
33	2	3	21	NA	NA
33	2	3	22	NA	NA
33	2	3	23	NA	NA
33	2	3	24	NA	NA
33	2	3	25	NA	NA
33	2	3	26	NA	NA
33	2	3	27	NA	NA
33	2	3	28	NA	NA
33	2	3	29	NA	NA
33	2	3	30	NA	NA
33	2	3	31	NA	NA
33	2	3	32	NA	NA
33	2	3	33	NA	NA
33	2	3	34	NA	NA
33	2	3	35	NA	NA
33	2	3	36	NA	NA
33	2	3	37	NA	NA
33	2	3	38	NA	NA
33	2	3	39	NA	NA
33	2	3	40	NA	NA
33	2	3	41	NA	NA
33	2	3	42	NA	NA
33	2	3	43	NA	NA
33	2	3	44	NA	NA
33	2	3	45	NA	NA
33	2	3	46	NA	NA
33	2	3	47	NA	NA
33	2	3	48	NA	NA
33	2	3	49	NA	NA
33	2	3	50	NA	NA
33	2	3	51	NA	NA
33	2	3	52	NA	NA
33	2	3	53	NA	NA
33	2	3	54	NA	NA
33	2	3	55	NA	NA
33	2	3	56	NA	NA
33	2	3	57	NA	NA
33	2	3	58	NA	NA
33	2	3	59	NA	NA
33	2	3	60	NA	NA
34	2	3	1	NA	NA
34	2	3	2	NA	NA
34	2	3	3	NA	NA
34	2	3	4	NA	NA
34	2	3	5	NA	NA
34	2	3	6	NA	NA
34	2	3	7	NA	NA
34	2	3	8	NA	NA
